timestamp,price,rsi,rsiStatus,rsiTrend,slowdownDetected,slowdownSignificant,slowdownTimeframe,slowdownScore,confidence,minConfidenceRequired,priceAction,volumeRatio,volumeInterpretation,adxValue,adxState,adxBlocked,reasons
2026-08-23T11:00:24.767Z,76823.25,53.10,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.91,EXTREME_TREND,NO,⛔ ADX too high (99.91) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:00:34.778Z,76829.98,55.38,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.57,EXTREME_TREND,NO,⛔ ADX too high (99.57) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:00:44.780Z,76829.98,62.14,OVERBOUGHT,RISING,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,98.89,EXTREME_TREND,NO,⛔ ADX too high (98.89) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:00:54.771Z,76829.98,63.16,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,6.05,RANGING,NO,⛔ ADX too high (6.05) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:01:04.784Z,76824.73,61.83,OVERBOUGHT,RISING,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,9.15,RANGING,NO,⛔ ADX too high (9.15) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:01:14.770Z,76830.00,63.46,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.59,EXTREME_TREND,NO,⛔ ADX too high (99.59) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:01:24.769Z,76837.02,66.78,OVERBOUGHT,FLAT,YES,YES,15m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,96.71,EXTREME_TREND,NO,⛔ ADX too high (96.71) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:01:34.783Z,76838.00,66.44,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.80,EXTREME_TREND,NO,⛔ ADX too high (99.80) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:01:44.783Z,76839.62,66.82,OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,94.87,EXTREME_TREND,NO,⛔ ADX too high (94.87) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:01:54.771Z,76843.99,67.32,OVERBOUGHT,FLAT,YES,YES,15m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,95.68,EXTREME_TREND,NO,⛔ ADX too high (95.68) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:02:04.783Z,76829.98,65.50,OVERBOUGHT,RISING,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,74.75,STRONG_TREND,NO,⛔ ADX too high (74.75) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:02:14.770Z,76808.51,57.49,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,98.93,EXTREME_TREND,NO,⛔ ADX too high (98.93) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:02:24.767Z,76818.00,60.90,OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.85,EXTREME_TREND,NO,⛔ ADX too high (99.85) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:02:34.769Z,76818.00,60.61,OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.81,EXTREME_TREND,NO,⛔ ADX too high (99.81) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:02:44.771Z,76829.57,62.71,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.69,EXTREME_TREND,NO,⛔ ADX too high (99.69) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:02:54.788Z,76816.81,57.97,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,98.33,EXTREME_TREND,NO,⛔ ADX too high (98.33) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:03:04.773Z,76810.34,55.54,NEUTRAL,FLAT,YES,YES,5m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,97.87,EXTREME_TREND,NO,⛔ ADX too high (97.87) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:03:14.772Z,76785.97,49.03,NEUTRAL,FALLING,YES,YES,1h,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.87,EXTREME_TREND,NO,⛔ ADX too high (99.87) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:03:24.772Z,76785.98,47.97,NEUTRAL,RISING,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.33,EXTREME_TREND,NO,⛔ ADX too high (99.33) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:03:34.785Z,76784.01,48.49,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,97.64,EXTREME_TREND,NO,⛔ ADX too high (97.64) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:03:44.788Z,76760.00,43.41,NEUTRAL,FLAT,YES,YES,1h,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.95,EXTREME_TREND,NO,⛔ ADX too high (99.95) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:03:54.787Z,76758.00,43.24,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.95,EXTREME_TREND,NO,⛔ ADX too high (99.95) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:04:04.784Z,76758.01,43.27,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,9.00,RANGING,NO,⛔ ADX too high (9.00) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:04:14.785Z,76758.00,42.10,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,55.98,STRONG_TREND,NO,⛔ ADX too high (55.98) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:04:24.782Z,76759.24,42.43,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,96.03,EXTREME_TREND,NO,⛔ ADX too high (96.03) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:04:34.771Z,76751.00,41.71,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,97.59,EXTREME_TREND,NO,⛔ ADX too high (97.59) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:04:44.776Z,76744.95,40.23,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,97.26,EXTREME_TREND,NO,⛔ ADX too high (97.26) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:04:54.793Z,76744.94,39.97,OVERSOLD,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,60.03,STRONG_TREND,NO,⛔ ADX too high (60.03) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:05:04.789Z,76744.95,39.97,OVERSOLD,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,58.34,STRONG_TREND,NO,⛔ ADX too high (58.34) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:05:14.806Z,76744.95,29.76,EXTREME_OVERSOLD,FLAT,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,69.70,STRONG_TREND,NO,⛔ ADX too high (69.70) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:05:24.792Z,76756.17,33.37,OVERSOLD,FLAT,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,98.74,EXTREME_TREND,NO,⛔ ADX too high (98.74) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:05:34.793Z,76757.40,31.78,OVERSOLD,FLAT,YES,YES,5m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.52,EXTREME_TREND,NO,⛔ ADX too high (99.52) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:05:44.775Z,76771.13,36.18,OVERSOLD,RISING,YES,YES,5m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.63,EXTREME_TREND,NO,⛔ ADX too high (99.63) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:05:54.793Z,76771.99,36.44,OVERSOLD,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.34,EXTREME_TREND,NO,⛔ ADX too high (99.34) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:06:04.789Z,76777.33,36.88,OVERSOLD,FALLING,YES,YES,5m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.28,EXTREME_TREND,NO,⛔ ADX too high (99.28) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:06:14.792Z,76807.97,44.53,NEUTRAL,FLAT,YES,YES,5m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,100.00,EXTREME_TREND,NO,⛔ ADX too high (100.00) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:06:24.786Z,76809.99,43.76,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.94,EXTREME_TREND,NO,⛔ ADX too high (99.94) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:06:34.775Z,76795.07,40.37,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,70.74,STRONG_TREND,NO,⛔ ADX too high (70.74) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:06:44.793Z,76795.07,40.37,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,67.32,STRONG_TREND,NO,⛔ ADX too high (67.32) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:06:54.776Z,76794.01,40.58,NEUTRAL,RISING,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,93.47,EXTREME_TREND,NO,⛔ ADX too high (93.47) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:07:04.793Z,76790.31,41.65,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,98.07,EXTREME_TREND,NO,⛔ ADX too high (98.07) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:07:14.775Z,76790.32,45.37,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,53.67,STRONG_TREND,NO,⛔ ADX too high (53.67) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:07:24.776Z,76791.67,43.00,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,95.73,EXTREME_TREND,NO,⛔ ADX too high (95.73) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:07:34.776Z,76814.00,49.05,NEUTRAL,RISING,YES,YES,5m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.60,EXTREME_TREND,NO,⛔ ADX too high (99.60) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:07:44.793Z,76813.99,46.08,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.67,EXTREME_TREND,NO,⛔ ADX too high (99.67) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:07:54.778Z,76814.00,49.25,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,9.47,RANGING,NO,⛔ ADX too high (9.47) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:08:04.792Z,76814.00,52.29,NEUTRAL,RISING,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,7.40,RANGING,NO,⛔ ADX too high (7.40) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:08:14.792Z,76821.03,60.81,OVERBOUGHT,RISING,YES,YES,15m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,100.00,EXTREME_TREND,NO,⛔ ADX too high (100.00) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:08:24.787Z,76834.00,63.72,OVERBOUGHT,FLAT,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,100.00,EXTREME_TREND,NO,⛔ ADX too high (100.00) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:08:34.776Z,76844.00,66.39,OVERBOUGHT,FLAT,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,100.00,EXTREME_TREND,NO,⛔ ADX too high (100.00) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:08:44.777Z,76844.45,76.07,EXTREME_OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,91.29,EXTREME_TREND,NO,⛔ ADX too high (91.29) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:08:54.788Z,76844.44,77.02,EXTREME_OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.60,EXTREME_TREND,NO,⛔ ADX too high (99.60) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:09:04.794Z,76822.01,67.54,OVERBOUGHT,FALLING,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.25,EXTREME_TREND,NO,⛔ ADX too high (99.25) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:09:14.793Z,76805.16,61.83,OVERBOUGHT,FALLING,YES,YES,5m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.88,EXTREME_TREND,NO,⛔ ADX too high (99.88) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:09:24.793Z,76805.17,61.60,OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,97.71,EXTREME_TREND,NO,⛔ ADX too high (97.71) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:09:34.782Z,76804.01,64.47,OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,97.03,EXTREME_TREND,NO,⛔ ADX too high (97.03) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:09:44.779Z,76804.00,65.97,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.57,EXTREME_TREND,NO,⛔ ADX too high (99.57) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:09:54.792Z,76804.01,65.98,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,18.49,RANGING,NO,⛔ ADX too high (18.49) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:10:04.791Z,76807.70,66.64,OVERBOUGHT,FLAT,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.29,EXTREME_TREND,NO,⛔ ADX too high (99.29) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:10:14.781Z,76813.07,67.57,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,100.00,EXTREME_TREND,NO,⛔ ADX too high (100.00) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:10:24.800Z,76813.08,65.58,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,78.33,EXTREME_TREND,NO,⛔ ADX too high (78.33) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:10:34.793Z,76803.39,62.03,OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.28,EXTREME_TREND,NO,⛔ ADX too high (99.28) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:10:44.780Z,76803.39,59.09,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,59.19,STRONG_TREND,NO,⛔ ADX too high (59.19) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:10:54.778Z,76803.38,58.89,NEUTRAL,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,8.93,RANGING,NO,⛔ ADX too high (8.93) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:11:04.795Z,76803.39,57.44,NEUTRAL,FLAT,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,8.20,RANGING,NO,⛔ ADX too high (8.20) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:11:14.805Z,76818.00,53.23,NEUTRAL,RISING,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.60,EXTREME_TREND,NO,⛔ ADX too high (99.60) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:11:24.781Z,76834.00,57.52,NEUTRAL,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.38,EXTREME_TREND,NO,⛔ ADX too high (99.38) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:11:34.791Z,76833.99,62.79,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.75,EXTREME_TREND,NO,⛔ ADX too high (99.75) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:11:44.793Z,76834.00,62.80,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,56.33,STRONG_TREND,NO,⛔ ADX too high (56.33) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:11:54.794Z,76833.99,63.24,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,8.69,RANGING,NO,⛔ ADX too high (8.69) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:12:04.798Z,76834.19,64.87,OVERBOUGHT,FLAT,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,89.88,EXTREME_TREND,NO,⛔ ADX too high (89.88) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:12:14.783Z,76837.43,65.63,OVERBOUGHT,FLAT,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,98.99,EXTREME_TREND,NO,⛔ ADX too high (98.99) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:12:24.798Z,76837.44,65.32,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,88.51,EXTREME_TREND,NO,⛔ ADX too high (88.51) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:12:34.783Z,76837.44,59.23,NEUTRAL,FALLING,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,21.36,TRANSITION,NO,⛔ ADX too high (21.36) - Market trending (TRANSITION); Max ADX for entry: 6
2026-08-23T11:12:44.785Z,76837.80,59.34,NEUTRAL,FLAT,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,95.04,EXTREME_TREND,NO,⛔ ADX too high (95.04) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:12:54.783Z,76850.00,62.89,OVERBOUGHT,FLAT,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,100.00,EXTREME_TREND,NO,⛔ ADX too high (100.00) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:13:04.782Z,76850.00,62.89,OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.84,EXTREME_TREND,NO,⛔ ADX too high (99.84) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:13:14.784Z,76852.00,61.34,OVERBOUGHT,FLAT,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,58.11,STRONG_TREND,NO,⛔ ADX too high (58.11) - Market trending (STRONG_TREND); Max ADX for entry: 6
2026-08-23T11:13:24.778Z,76867.99,62.35,OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.92,EXTREME_TREND,NO,⛔ ADX too high (99.92) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:13:34.784Z,76856.27,53.65,NEUTRAL,FALLING,YES,YES,30s,1.00,0.75,0.50,NEUTRAL,1.00,NORMAL,5.20,RANGING,NO,RSI neutral (53.6)
2026-08-23T11:13:44.794Z,76868.00,57.57,NEUTRAL,FLAT,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,14.47,RANGING,NO,⛔ ADX too high (14.47) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:13:54.783Z,76868.00,57.57,NEUTRAL,FLAT,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.84,EXTREME_TREND,NO,⛔ ADX too high (99.84) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:14:04.796Z,76871.65,68.15,OVERBOUGHT,RISING,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.40,EXTREME_TREND,NO,⛔ ADX too high (99.40) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:14:14.784Z,76876.00,78.50,EXTREME_OVERBOUGHT,RISING,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,98.83,EXTREME_TREND,NO,⛔ ADX too high (98.83) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:14:24.784Z,76884.92,79.92,EXTREME_OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,97.77,EXTREME_TREND,NO,⛔ ADX too high (97.77) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:14:34.799Z,76884.91,80.62,EXTREME_OVERBOUGHT,FLAT,YES,YES,30s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,96.39,EXTREME_TREND,NO,⛔ ADX too high (96.39) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:14:44.784Z,76887.61,81.00,EXTREME_OVERBOUGHT,FLAT,YES,YES,10s,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,91.87,EXTREME_TREND,NO,⛔ ADX too high (91.87) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:14:54.798Z,76881.00,75.63,EXTREME_OVERBOUGHT,FALLING,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.77,EXTREME_TREND,NO,⛔ ADX too high (99.77) - Market trending (EXTREME_TREND); Max ADX for entry: 6
2026-08-23T11:15:04.787Z,76887.61,76.10,EXTREME_OVERBOUGHT,FLAT,NO,NO,none,0.00,0.00,0.50,NEUTRAL,1.00,NORMAL,14.87,RANGING,NO,⛔ ADX too high (14.87) - Market trending (RANGING); Max ADX for entry: 6
2026-08-23T11:15:14.783Z,76887.60,75.22,EXTREME_OVERBOUGHT,FLAT,YES,YES,1m,1.00,0.00,0.50,NEUTRAL,1.00,NORMAL,99.55,EXTREME_TREND,NO,⛔ ADX too high (99.55) - Market trending (EXTREME_TREND); Max ADX for entry: 6
